id,title,country,points,price,province,variety,winery,count,counts
211,Adelsheim 1998 Bryan Creek Vineyard Pinot Noir (Willamette Valley),US,88,40.00,Oregon,Pinot Noir,Adelsheim,2648,1958
212,Laurent-Perrier 1998 Grand SiÃ¨cle CuvÃ©e Alexandra RosÃ© Brut (Champagne),France,93,300.00,Champagne,Champagne Blend,Laurent-Perrier,97,73
213,Gattavecchi 1998 Chianti Colli Senesi,Italy,84,11.00,Tuscany,Sangiovese,Gattavecchi,524,430
214,Cristom 1998 Reserve Pinot Noir (Willamette Valley),US,91,36.00,Oregon,Pinot Noir,Cristom,2648,1958
215,Bridlewood 1998 Syrah (Paso Robles),US,89,18.00,California,Syrah,Bridlewood,829,631
216,Kynsi 1998 South Ridge Vineyard Syrah (Paso Robles),US,83,25.00,California,Syrah,Kynsi,829,631
217,McIlroy 1999 Aquarius Ranch Pinot Noir (Russian River Valley),US,86,24.00,California,Pinot Noir,McIlroy,2648,1958
218,Weisinger's of Ashland 1999 Pompadour Vineyard Cabernet Franc (Rogue Valley),US,84,25.00,Oregon,Cabernet Franc,Weisinger's of Ashland,262,185
219,Laetitia 1999 Pinot Noir (Santa Barbara County),US,91,25.00,California,Pinot Noir,Laetitia,2648,1958
220,Marques de GriÃ±on 1999 Dominio de Valdepusa Cabernet Sauvignon (Vino da Mesa de Toledo),Spain,84,28.00,Central Spain,Cabernet Sauvignon,Marques de GriÃ±on,1845,11
221,Feudi di San Gregorio 1999 Fiano di Avellino,Italy,91,20.00,Southern Italy,White Blend,Feudi di San Gregorio,465,165
222,La Serena 1999 Brunello di Montalcino,Italy,92,0.00,Tuscany,Sangiovese,La Serena,524,430
223,Tenuta Belguardo 1999 Morellino di Scansano,Italy,89,20.00,Tuscany,Sangiovese,Tenuta Belguardo,524,430
224,Concha y Toro 1999 Terrunyo Sauvignon Blanc (Casablanca Valley),Chile,88,29.00,Casablanca Valley,Sauvignon Blanc,Concha y Toro,1025,137
225,Domaine Clusel-Roch 1999 CÃ´te RÃ´tie,France,93,0.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Domaine Clusel-Roch,294,133
226,Giulio Ferrari 1999 Riserva del Fondatore Chardonnay (Trento),Italy,93,90.00,Northeastern Italy,Chardonnay,Giulio Ferrari,2294,54
340,Michel Gros 1999 Aux Brulees (Vosne-RomanÃ©e),France,90,65.00,Burgundy,Pinot Noir,Michel Gros,2648,387
227,La Playa 1999 Estate Reserve Merlot (Colchagua Valley),Chile,87,10.00,Colchagua Valley,Merlot,La Playa,593,61
228,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),US,88,25.00,California,Pinot Noir,Kynsi,2648,1958
229,Portal Del Alto 1999 Cabernet Sauvignon (Maule Valley),Chile,84,7.00,Maule Valley,Cabernet Sauvignon,Portal Del Alto,1845,152
230,King Estate 1999 Pfeiffer Vineyards Pinot Noir (Willamette Valley),US,89,40.00,Oregon,Pinot Noir,King Estate,2648,1958
231,Fanti 1999 Brunello di Montalcino,Italy,92,80.00,Tuscany,Sangiovese,Fanti,524,430
232,Hartford 1999 Hartford Vineyard Zinfandel (Russian River Valley),US,93,34.00,California,Zinfandel,Hartford,517,515
233,Weisinger's of Ashland 1999 50% CH / 50% SEM Semillon-Chardonnay (Rogue Valley),US,84,15.00,Oregon,Semillon-Chardonnay,Weisinger's of Ashland,1,1
234,Antinori 1999 Guado Al Tasso (Bolgheri),Italy,95,80.00,Tuscany,Red Blend,Antinori,1726,726
235,Morworth Estate 1999 Riesling (Canterbury),New Zealand,85,0.00,Canterbury,Riesling,Morworth Estate,1022,13
236,Smith Woodhouse 1999 Late Bottled Vintage (Port),Portugal,91,35.00,Port,Port,Smith Woodhouse,86,73
237,Santa Carolina 1999 Reserva Cabernet Sauvignon (Colchagua Valley),Chile,84,9.00,Colchagua Valley,Cabernet Sauvignon,Santa Carolina,1845,152
238,Glen Carlou 1999 Chardonnay (Coastal Region),South Africa,87,14.00,Coastal Region,Chardonnay,Glen Carlou,2294,24
239,Sterling 1999 Reserve Cabernet Sauvignon (Napa Valley),US,87,70.00,California,Cabernet Sauvignon,Sterling,1845,1432
240,Tefft Cellars 1999 Merlot (Yakima Valley),US,86,15.00,Washington,Merlot,Tefft Cellars,593,419
241,Paul Jaboulet AÃ®nÃ© 1999 Chevalier de Sterimberg White (Hermitage),France,94,75.00,RhÃ´ne Valley,RhÃ´ne-style White Blend,Paul Jaboulet AÃ®nÃ©,85,35
242,Pommery 1999 Grand Cru Brut (Champagne),France,88,0.00,Champagne,Champagne Blend,Pommery,97,73
243,Balnaves of Coonawarra 1999 Chardonnay (Coonawarra),Australia,84,30.00,South Australia,Chardonnay,Balnaves of Coonawarra,2294,94
244,Marquis de Chasse 1999 Reserve (Bordeaux Blanc),France,84,9.00,Bordeaux,Bordeaux-style White Blend,Marquis de Chasse,189,180
245,Hopkins Vineyard 1999 Estate Bottled Chardonnay (Western Connecticut Highlands),US,84,15.00,Connecticut,Chardonnay,Hopkins Vineyard,2294,1342
246,Pommery 1999 Grand Cru Brut (Champagne),France,86,0.00,Champagne,Champagne Blend,Pommery,97,73
247,Adega de Favaios 1999 Colheita (Moscatel do Douro),Portugal,90,137.00,Moscatel do Douro,Moscatel,Adega de Favaios,9,3
248,King Estate 1999 Croft Vineyard Pinot Noir (Willamette Valley),US,91,40.00,Oregon,Pinot Noir,King Estate,2648,1958
249,Kendall-Jackson 1999 Great Estates Chardonnay (Sonoma Coast),US,88,22.00,California,Chardonnay,Kendall-Jackson,2294,1342
250,Il Grillesino 1999 Ceccante Sangiovese (Toscana),Italy,90,43.00,Tuscany,Sangiovese,Il Grillesino,524,430
251,Surh Luchtel 1999 Cabernet Sauvignon (Napa Valley),US,92,40.00,California,Cabernet Sauvignon,Surh Luchtel,1845,1432
252,Henry of Pelham 1999 Icewine Riesling (Niagara Peninsula),Canada,91,50.00,Ontario,Riesling,Henry of Pelham,1022,9
253,Petaluma 1999 Tiers Vineyard Chardonnay (Piccadilly Valley),Australia,89,120.00,South Australia,Chardonnay,Petaluma,2294,94
254,Domaine Danica 1999 Pinot Noir (Carneros),US,85,32.00,California,Pinot Noir,Domaine Danica,2648,1958
255,De Martino 1999 Prima Reserva Merlot (Maipo Valley),Chile,80,13.00,Maipo Valley,Merlot,De Martino,593,61
256,Pol Roger 1999 Extra CuvÃ©e de RÃ©serve Vintage Brut (Champagne),France,93,103.00,Champagne,Champagne Blend,Pol Roger,97,73
257,Switchback Ridge 1999 Peterson Family Vineyard Merlot (Napa Valley),US,92,48.00,California,Merlot,Switchback Ridge,593,419
258,Allora 1999 Tresca Cabernet Sauvignon (Napa Valley),US,86,60.00,California,Cabernet Sauvignon,Allora,1845,1432
259,Kendall-Jackson 1999 Collage - Zinfandel/Shiraz Red (California),US,87,9.00,California,Red Blend,Kendall-Jackson,1726,528
260,Granite Springs 1999 Petite Sirah (El Dorado),US,88,20.00,California,Petite Sirah,Granite Springs,170,165
261,Veramonte 1999 Merlot (Casablanca Valley),Chile,82,10.00,Casablanca Valley,Merlot,Veramonte,593,61
262,Schramsberg 1999 J. Schram 50 Late Disgorged (North Coast),US,97,175.00,California,Champagne Blend,Schramsberg,97,21
263,Hartford 1999 Dutton Ranch-Sanchietti Vineyard Pinot Noir (Russian River Valley),US,94,50.00,California,Pinot Noir,Hartford,2648,1958
264,Sebastiani 1999 Cherryblock Cabernet Sauvignon (Sonoma Valley),US,90,70.00,California,Cabernet Sauvignon,Sebastiani,1845,1432
265,Sella & Mosca 1999 Le Arenarie Sauvignon Blanc (Sardinia),Italy,88,12.00,Sicily & Sardinia,Sauvignon Blanc,Sella & Mosca,1025,12
266,Hartford 1999 Sevens Bench Pinot Noir (Carneros),US,91,50.00,California,Pinot Noir,Hartford,2648,1958
267,Petaluma 1999 Bridgewater Mill Shiraz (Australia),Australia,88,15.00,Australia Other,Shiraz,Petaluma,165,127
268,ViÃ±a Albali 1999 Gran Reserva Tempranillo (ValdepeÃ±as),Spain,84,15.00,Central Spain,Tempranillo,ViÃ±a Albali,355,282
269,Stonehedge 1999 Zinfandel (Napa Valley),US,86,30.00,California,Zinfandel,Stonehedge,517,515
270,Alexander Valley Vineyards 1999 Sin Zin Zinfandel (Sonoma County),US,82,18.00,California,Zinfandel,Alexander Valley Vineyards,517,515
271,Merryvale 1999 Reserve Sauvignon Blanc (California),US,89,22.00,California,Sauvignon Blanc,Merryvale,1025,462
272,Jardin 1999 Chameleon White (Stellenbosch),South Africa,83,16.00,Stellenbosch,White Blend,Jardin,465,7
273,Bookwalter 1999 Chardonnay (Columbia Valley (WA)),US,87,18.00,Washington,Chardonnay,Bookwalter,2294,1342
274,Morgenhof 1999 Estate Chardonnay (Stellenbosch),South Africa,90,12.00,Stellenbosch,Chardonnay,Morgenhof,2294,24
275,Longridge 1999 Bayview Pinotage (South Africa),South Africa,86,10.00,South Africa,Pinotage,Longridge,22,19
276,Corbett Canyon 1999 Reserve Syrah (California),US,84,7.00,California,Syrah,Corbett Canyon,829,631
277,Plantagenet 1999 Mount Barker Chardonnay (Western Australia),Australia,85,21.00,Western Australia,Chardonnay,Plantagenet,2294,94
278,Castello Banfi 1999 Cum Laude Sangiovese (Sant'Antimo),Italy,87,35.00,Tuscany,Sangiovese,Castello Banfi,524,430
279,Logan Australia 1999 Chardonnay (Orange),Australia,84,17.00,New South Wales,Chardonnay,Logan Australia,2294,94
280,Surh Luchtel 1999 Zinfandel (Napa Valley),US,85,27.00,California,Zinfandel,Surh Luchtel,517,515
281,Caliterra 1999 Sauvignon Blanc (Central Valley),Chile,84,8.00,Central Valley,Sauvignon Blanc,Caliterra,1025,137
282,Abacela 1999 Syrah (Umpqua Valley),US,90,27.00,Oregon,Syrah,Abacela,829,631
283,Siskiyou Vineyards 1999 La Cave Blanche White (Oregon),US,86,10.00,Oregon,White Blend,Siskiyou Vineyards,465,118
284,Deutz 1999 CuvÃ©e William Deutz RosÃ© Brut (Champagne),France,94,170.00,Champagne,Champagne Blend,Deutz,97,73
285,Abacela 1999 Vintners Blend Red Table Wine Red (Umpqua Valley),US,86,11.00,Oregon,Red Blend,Abacela,1726,528
286,Abacela 1999 Tempranillo (Umpqua Valley),US,89,29.00,Oregon,Tempranillo,Abacela,355,62
287,Stonehaven 1999 Chardonnay (Limestone Coast),Australia,89,17.00,South Australia,Chardonnay,Stonehaven,2294,94
288,King Estate 1999 Reserve Pinot Noir (Oregon),US,90,35.00,Oregon,Pinot Noir,King Estate,2648,1958
289,Amity 1999 Eco Wine Cattrall Brothers Pinot Noir (Oregon),US,80,14.00,Oregon,Pinot Noir,Amity,2648,1958
290,Santa Ema 1999 Reserve Chardonnay (Maipo Valley),Chile,83,14.00,Maipo Valley,Chardonnay,Santa Ema,2294,107
291,Havens 1999 Hudson T Reserve Syrah (Napa Valley),US,93,45.00,California,Syrah,Havens,829,631
292,ChÃ¢teau du Coing de Saint-Fiacre 1999 ElevÃ© en FÃÂ»ts de ChÃÂªne Neufs (Muscadet SÃ¨vre et Maine),France,88,30.00,Loire Valley,Melon,ChÃ¢teau du Coing de Saint-Fiacre,53,53
293,Ayala 1999 MillesimÃ© Brut (Champagne),France,92,65.00,Champagne,Champagne Blend,Ayala,97,73
294,Forest Glen 1999 Forest Fire Chardonnay (California),US,84,8.00,California,Chardonnay,Forest Glen,2294,1342
295,Columbia Crest 1999 Grand Estates Merlot (Columbia Valley (WA)),US,87,11.00,Washington,Merlot,Columbia Crest,593,419
296,Michel Gros 1999 Les Chaliots (Nuits-St.-Georges),France,87,37.00,Burgundy,Pinot Noir,Michel Gros,2648,387
297,Concha y Toro 1999 Xplorador Merlot (Rapel Valley),Chile,85,8.00,Rapel Valley,Merlot,Concha y Toro,593,61
298,Rex Hill 1999 Chardonnay (Willamette Valley),US,88,17.00,Oregon,Chardonnay,Rex Hill,2294,1342
299,Ronchi di Manzano 1999 Superiore Tocai (Colli Orientali del Friuli),Italy,91,0.00,Northeastern Italy,Tocai,Ronchi di Manzano,4,3
300,Columbia Winery 1999 Cabernet Sauvignon (Columbia Valley (WA)),US,88,15.00,Washington,Cabernet Sauvignon,Columbia Winery,1845,1432
301,Jaffurs 1999 Bien Nacido Vineyard Syrah (Santa Barbara County),US,86,30.00,California,Syrah,Jaffurs,829,631
302,Gordon Brothers 1999 Cabernet Sauvignon (Columbia Valley (WA)),US,87,22.00,Washington,Cabernet Sauvignon,Gordon Brothers,1845,1432
303,Osborne 1999 Solaz Red (Tierra de Castilla),Spain,82,7.00,Central Spain,Tempranillo Blend,Osborne,114,113
304,Abacela 1999 Malbec (Umpqua Valley),US,85,15.00,Oregon,Malbec,Abacela,549,117
305,Laurent-Perrier 1999 MillesimÃ© Brut (Champagne),France,90,75.00,Champagne,Champagne Blend,Laurent-Perrier,97,73
306,Caliterra 1999 Chardonnay (Central Valley),Chile,86,8.00,Central Valley,Chardonnay,Caliterra,2294,107
307,Kenwood 1999 Chardonnay (Sonoma County),US,89,15.00,California,Chardonnay,Kenwood,2294,1342
308,Flora Springs 1999 Soliloquy Sauvignon MusquÃ© (Napa Valley),US,87,18.00,California,Sauvignon MusquÃ©,Flora Springs,1,1
309,Terre Rouge 1999 MourvÃ¨dre (Amador County),US,90,20.00,California,MourvÃ¨dre,Terre Rouge,54,48
310,Tolloy 1999 Pinot Grigio (Alto Adige),Italy,88,10.00,Northeastern Italy,Pinot Grigio,Tolloy,188,110
311,Channing Daughters 1999 Fresh Red Red (Long Island),US,84,15.00,New York,Red Blend,Channing Daughters,1726,528
312,Pago Jean Leon 1999 Vinya La Scala Gran Reserva Cabernet Sauvignon (PenedÃ¨s),Spain,86,55.00,Catalonia,Cabernet Sauvignon,Pago Jean Leon,1845,11
313,Wellington 1999 Mohrhardt Ridge Cabernet Sauvignon (Sonoma County),US,87,22.00,California,Cabernet Sauvignon,Wellington,1845,1432
314,McIlroy 1999 Aquarius Ranch Merlot (Russian River Valley),US,87,21.00,California,Merlot,McIlroy,593,419
315,Joseph Phelps 1999 Syrah (Napa Valley),US,90,0.00,California,Syrah,Joseph Phelps,829,631
316,Switchback Ridge 1999 Cabernet Sauvignon (Napa Valley),US,95,65.00,California,Cabernet Sauvignon,Switchback Ridge,1845,1432
317,Coyote Canyon 1999 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),US,88,55.00,California,Pinot Noir,Coyote Canyon,2648,1958
318,Cecchi 1999 Teuzzo Riserva (Chianti Classico),Italy,86,31.00,Tuscany,Sangiovese,Cecchi,524,430
319,Carmel 1999 Valley Wines Petite Sirah (Shomron),Israel,83,9.00,Shomron,Petite Sirah,Carmel,170,2
320,Sterling 1999 Reserve Merlot (Napa Valley),US,91,70.00,California,Merlot,Sterling,593,419
321,Chappellet 1999 Pritchard Hill Estate Vineyard Cabernet Sauvignon (Napa Valley),US,92,110.00,California,Cabernet Sauvignon,Chappellet,1845,1432
322,Andrew Will 1999 Ciel du Cheval Sangiovese (Yakima Valley),US,90,23.00,Washington,Sangiovese,Andrew Will,524,93
323,Querciavalle 1999 Vin Santo del Chianti Classico,Italy,92,47.00,Tuscany,White Blend,Querciavalle,465,165
324,Lucente 1999 Sangiovese (Toscana),Italy,85,28.00,Tuscany,Sangiovese,Lucente,524,430
325,Hyatt 1999 Chardonnay (Yakima Valley),US,86,10.00,Washington,Chardonnay,Hyatt,2294,1342
326,Single Leaf 1999 Cabernet Franc (El Dorado),US,82,16.00,California,Cabernet Franc,Single Leaf,262,185
327,ChÃ¢teau Musar 1999 Gaston Hochar Red (Bekaa Valley),Lebanon,85,50.00,Bekaa Valley,Red Blend,ChÃ¢teau Musar,1726,2
328,Pradorey 1999 Crianza (Ribera del Duero),Spain,83,18.00,Northern Spain,Tinto del Pais,Pradorey,4,4
329,Daniel Rion 1999 Clos dea Argillieres (Nuits-St.-Georges),France,89,52.00,Burgundy,Pinot Noir,Daniel Rion,2648,387
330,Delamotte 1999 Blanc de Blancs Brut Chardonnay (Champagne),France,90,95.00,Champagne,Chardonnay,Delamotte,2294,514
331,Soos Creek 1999 Reserve Cabernet Sauvignon (Columbia Valley (WA)),US,93,36.00,Washington,Cabernet Sauvignon,Soos Creek,1845,1432
332,Pietro Beconcini 1999 Caratello (Vin Santo del Chianti),Italy,90,0.00,Tuscany,White Blend,Pietro Beconcini,465,165
333,Fattoria Petrolo 1999 Vin Santo del Chianti,Italy,93,55.00,Tuscany,White Blend,Fattoria Petrolo,465,165
334,Willamette Valley Vineyards 1999 Estate Vineyard Chardonnay (Willamette Valley),US,83,22.00,Oregon,Chardonnay,Willamette Valley Vineyards,2294,1342
335,Valley View 1999 Anna Maria - Quail Run Merlot (Rogue Valley),US,87,30.00,Oregon,Merlot,Valley View,593,419
336,Principessa Gavia 1999 Gavi,Italy,87,18.00,Piedmont,Cortese,Principessa Gavia,15,15
337,Marques de GriÃ±on 1999 Dominio de Valdepusa Petit Verdot (Vino da Mesa de Toledo),Spain,88,30.00,Central Spain,Petit Verdot,Marques de GriÃ±on,56,2
338,Arbor Crest 1999 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),US,85,18.00,Washington,Chardonnay,Arbor Crest,2294,1342
339,Terredora 1999 Terre di Dora (Fiano di Avellino),Italy,91,20.00,Southern Italy,White Blend,Terredora,465,165
341,Schug 1999 Pinot Noir (Sonoma Valley),US,90,15.00,California,Pinot Noir,Schug,2648,1958
342,Cuvaison 1999 Cabernet Sauvignon (Napa Valley),US,90,40.00,California,Cabernet Sauvignon,Cuvaison,1845,1432
343,Longridge (S.Af) 1999 Chardonnay (Stellenbosch),South Africa,87,19.00,Stellenbosch,Chardonnay,Longridge (S.Af),2294,24
344,Holly's Hill 1999 Sangiovese (California),US,87,17.00,California,Sangiovese,Holly's Hill,524,93
345,Neil Ellis 2000 Sauvignon Blanc (Groenekloof),South Africa,90,15.00,Groenekloof,Sauvignon Blanc,Neil Ellis,1025,39
346,Darioush 2000 Signature Cabernet Sauvignon (Napa Valley),US,94,64.00,California,Cabernet Sauvignon,Darioush,1845,1432
347,Pascal & Nicolas Reverdy 2000 Sancerre,France,90,24.00,Loire Valley,Sauvignon Blanc,Pascal & Nicolas Reverdy,1025,191
348,Acorn 2000 Heritage Vines Alegria Vineyards Zinfandel (Russian River Valley),US,91,28.00,California,Zinfandel,Acorn,517,515
349,Ste. Chapelle 2000 Winemaker's Series Syrah (Idaho),US,86,10.00,Idaho,Syrah,Ste. Chapelle,829,631
350,Darioush 2000 Shiraz (Napa Valley),US,92,64.00,California,Shiraz,Darioush,165,10
351,Tatachilla 2000 Chardonnay (McLaren Vale),Australia,86,14.00,South Australia,Chardonnay,Tatachilla,2294,94
352,Kiona 2000 Dry White Riesling (Columbia Valley (WA)),US,87,8.00,Washington,Riesling,Kiona,1022,329
353,Fanti 2000 Sangiovese (Sant'Antimo),Italy,88,17.00,Tuscany,Sangiovese,Fanti,524,430
354,Handley 2000 Ferrington Vineyard Sauvignon Blanc (Anderson Valley),US,86,15.00,California,Sauvignon Blanc,Handley,1025,462
355,J. Garcia Carrion 2000 AntaÃ±o (Rioja),Spain,83,7.00,Northern Spain,Tempranillo,J. Garcia Carrion,355,282
356,Diamond Ridge 2000 Shiraz (South Eastern Australia),Australia,81,8.00,Australia Other,Shiraz,Diamond Ridge,165,127
357,ChÃ¢teau Palmer 2000 Margaux,France,94,120.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Palmer,1376,946
358,Chehalem 2000 Ian's Reserve Chardonnay (Willamette Valley),US,91,32.00,Oregon,Chardonnay,Chehalem,2294,1342
359,Tenuta Sette Ponti 2000 Crognolo Sangiovese (Toscana),Italy,92,32.00,Tuscany,Sangiovese,Tenuta Sette Ponti,524,430
360,Buttonwood Farm 2000 Devin Semillon-Sauvignon Blanc (Santa Ynez Valley),US,89,16.00,California,Semillon-Sauvignon Blanc,Buttonwood Farm,13,10
361,MarquÃ©s de Murrieta 2000 Castillo Ygay Gran Reserva Especial (Rioja),Spain,90,54.00,Northern Spain,Tempranillo Blend,MarquÃ©s de Murrieta,114,113
362,Nepenthe 2000 Zoes Chardonnay (Adelaide Hills),Australia,86,15.00,South Australia,Chardonnay,Nepenthe,2294,94
363,Danzante 2000 Sangiovese (Marche),Italy,84,11.00,Central Italy,Sangiovese,Danzante,524,430
364,Philipponnat 2000 CuvÃ©e 1522 Grand Cru Brut (Champagne),France,93,100.00,Champagne,Champagne Blend,Philipponnat,97,73
365,Keegan 2000 Chardonnay (Russian River Valley),US,91,32.00,California,Chardonnay,Keegan,2294,1342
366,ChÃ¢teau Latour Ã  Pomerol 2000 Pomerol,France,93,75.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Latour Ã  Pomerol,1376,946
367,Emmolo 2000 Rutherford Sauvignon Blanc (Napa Valley),US,85,16.00,California,Sauvignon Blanc,Emmolo,1025,462
368,ChÃ¢teau Talbot 2000 Saint-Julien,France,91,50.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Talbot,1376,946
369,Domaine Henri Rebourseau 2000 Clos de Vougeot (Clos de Vougeot),France,92,400.00,Burgundy,Pinot Noir,Domaine Henri Rebourseau,2648,387
370,"Jermann 2000 Were Dreams, Now it is Just Wine Chardonnay (Venezia Giulia)",Italy,85,55.00,Northeastern Italy,Chardonnay,Jermann,2294,54
371,Domaine Chandon 2000 Pinot Meunier (Carneros),US,89,29.00,California,Pinot Meunier,Domaine Chandon,5,5
372,McCrea 2000 Syrah (Yakima Valley),US,88,35.00,Washington,Syrah,McCrea,829,631
373,Louis Latour 2000 Morgeot (Chassagne-Montrachet),France,89,50.00,Burgundy,Chardonnay,Louis Latour,2294,514
374,ValchiarÃ² 2000 Sauvignon Blanc (Colli Orientali del Friuli),Italy,83,15.00,Northeastern Italy,Sauvignon Blanc,ValchiarÃ²,1025,12
375,Camberley 2000 Cabernet Sauvignon-Merlot (Stellenbosch),South Africa,85,18.00,Stellenbosch,Cabernet Sauvignon-Merlot,Camberley,23,3
376,D. Bosler 2000 Birdsnest Pinot Noir (Casablanca Valley),Chile,86,12.00,Casablanca Valley,Pinot Noir,D. Bosler,2648,94
377,Burton 2000 Cabernet Sauvignon-Merlot (South Eastern Australia),Australia,88,16.00,Australia Other,Cabernet Sauvignon-Merlot,Burton,23,4
378,Bouchaine 2000 Pinot Noir (Carneros),US,84,18.00,California,Pinot Noir,Bouchaine,2648,1958
379,Williams Selyem 2000 Pinot Noir (Central Coast),US,91,27.00,California,Pinot Noir,Williams Selyem,2648,1958
380,Kunde 2000 Reserve Chardonnay (Sonoma Valley),US,91,35.00,California,Chardonnay,Kunde,2294,1342
381,Warre's 2000 Otima Port (Douro),Portugal,92,25.00,Douro,Port,Warre's,86,73
382,Mayo 2000 Ricci Vineyard Unfiltered Zinfandel Port Zinfandel (Russian River Valley),US,87,30.00,California,Zinfandel,Mayo,517,515
383,Izadi 2000 Blanco Viura (Rioja),Spain,86,13.00,Northern Spain,Viura,Izadi,31,31
384,Snoqualmie 2000 Chardonnay (Columbia Valley (WA)),US,87,11.00,Washington,Chardonnay,Snoqualmie,2294,1342
